id,gender,age,lifecycle,delivery_options,online_ordering_flow,chocolate_quality,chocolate_variety,chocolate_uniqueness,innovation,inspiration,payment_options,price_fairness,price_variety,price_comparison,packaging,satisfaction
4360293,Female,28,First-time,2,2,5,2,1,4,2,4,4,4,5,2,Neutral or Dissatisfied
1021504,Female,52,Returning,1,1,3,5,1,4,4,4,4,5,4,1,Satisfied
814095,Female,35,Returning,4,2,2,5,4,5,3,5,1,3,5,4,Satisfied
6101290,Male,59,Returning,5,5,4,3,5,5,5,5,5,5,5,5,Satisfied
4968728,Male,56,Returning,4,1,5,1,1,5,2,5,2,2,2,1,Neutral or Dissatisfied
9719079,Male,32,First-time,3,3,4,3,2,4,5,4,5,5,5,3,Neutral or Dissatisfied
1382918,Male,46,Returning,1,1,4,4,1,2,4,2,4,5,4,1,Satisfied
8559449,Female,45,Returning,5,5,5,5,5,5,2,5,2,1,5,5,Satisfied
9758970,Female,48,Returning,4,2,4,4,2,3,4,3,5,4,3,2,Satisfied
118256,Male,24,First-time,3,5,5,5,2,1,4,2,4,4,1,4,Satisfied
6213714,Male,17,Returning,4,4,5,4,2,4,1,4,1,1,4,4,Neutral or Dissatisfied
9992051,Male,39,First-time,3,3,3,3,3,5,2,3,2,2,5,3,Neutral or Dissatisfied
8724151,Female,22,First-time,2,2,2,2,3,4,5,4,5,5,4,2,Neutral or Dissatisfied
8847615,Male,31,Returning,4,4,3,3,4,4,2,4,2,2,4,2,Neutral or Dissatisfied
9337083,Male,40,Returning,3,3,3,3,3,2,4,1,2,3,2,2,Neutral or Dissatisfied
9312631,Female,26,Returning,4,4,2,5,4,4,4,2,5,5,3,5,Satisfied
3413095,Male,32,First-time,2,2,5,2,3,3,3,2,3,3,4,2,Neutral or Dissatisfied
2000616,Female,47,Returning,4,4,4,5,4,4,5,4,5,5,4,4,Satisfied
6773548,Male,45,Returning,1,1,4,3,1,4,5,4,4,5,4,1,Satisfied
6017248,Female,54,Returning,4,4,4,4,4,5,5,4,4,4,5,4,Satisfied
4905922,Female,34,First-time,2,2,4,2,1,3,3,2,3,3,4,2,Neutral or Dissatisfied
1686221,Female,35,Returning,1,3,3,3,4,2,1,4,1,1,4,3,Neutral or Dissatisfied
9822542,Male,69,Returning,5,4,4,4,3,5,5,5,5,5,4,4,Neutral or Dissatisfied
858908,Male,31,Returning,5,0,4,0,1,4,3,5,3,3,5,1,Neutral or Dissatisfied
5570966,Male,52,Returning,5,5,4,4,5,5,5,5,5,2,5,5,Satisfied
1283714,Male,47,Returning,4,4,5,5,4,4,5,5,4,4,4,4,Satisfied
7685735,Male,57,Returning,3,1,2,1,3,3,5,5,5,5,5,1,Neutral or Dissatisfied
1335596,Female,42,Returning,4,5,5,4,4,1,5,5,4,5,1,5,Satisfied
4040219,Female,44,Returning,5,5,4,4,5,3,4,3,4,4,1,4,Satisfied
8616663,Male,62,Returning,5,3,3,3,2,3,3,5,3,3,4,3,Neutral or Dissatisfied
169145,Male,31,Returning,2,2,4,2,3,1,1,3,1,1,3,2,Neutral or Dissatisfied
6334227,Male,46,Returning,2,2,4,3,2,4,4,4,5,2,4,2,Satisfied
1898885,Male,44,Returning,4,4,5,5,4,4,5,4,3,3,4,4,Satisfied
834539,Male,36,First-time,3,3,4,3,3,4,1,4,2,2,4,3,Neutral or Dissatisfied
1925634,Female,43,Returning,1,1,4,1,1,3,2,3,4,1,3,3,Neutral or Dissatisfied
9950677,Female,37,First-time,4,4,5,4,4,3,5,2,5,5,4,4,Neutral or Dissatisfied
2129362,Female,55,Returning,3,3,4,4,3,5,4,5,3,4,5,3,Satisfied
8961283,Male,38,First-time,5,1,1,1,5,4,3,3,3,3,3,1,Neutral or Dissatisfied
1720657,Female,36,Returning,3,3,5,4,3,5,5,5,3,3,5,3,Satisfied
7613779,Female,25,First-time,0,2,3,2,3,5,2,4,2,2,4,2,Neutral or Dissatisfied
8750359,Female,65,Returning,1,1,3,3,1,4,3,4,4,5,4,4,Neutral or Dissatisfied
1983495,Male,33,Returning,5,3,4,3,3,5,5,5,1,1,5,3,Neutral or Dissatisfied
4564034,Male,20,Returning,3,3,3,4,3,4,4,2,4,4,4,3,Satisfied
6580527,Male,41,Returning,2,2,4,4,2,2,3,2,3,2,2,2,Neutral or Dissatisfied
8124691,Male,51,Returning,1,1,4,5,1,5,5,5,5,5,5,1,Satisfied
1665277,Male,27,First-time,5,5,4,5,3,4,1,5,1,1,4,5,Satisfied
6624878,Female,33,Returning,1,3,4,5,3,4,4,4,5,4,4,3,Satisfied
3007936,Female,36,Returning,2,2,5,4,2,5,5,5,3,5,5,2,Satisfied
7316194,Female,21,Returning,4,4,4,4,2,2,4,3,4,4,1,4,Neutral or Dissatisfied
8013753,Male,40,Returning,5,5,5,4,5,5,5,5,3,2,5,5,Satisfied
817076,Male,39,Returning,3,1,5,4,3,4,4,4,5,5,4,3,Satisfied
5126999,Male,27,Returning,0,0,1,0,3,4,5,4,5,5,4,1,Neutral or Dissatisfied
1285262,Female,21,First-time,1,1,4,1,4,1,1,5,1,1,4,2,Neutral or Dissatisfied
5420063,Female,35,Returning,1,1,2,3,1,1,3,3,3,3,4,3,Neutral or Dissatisfied
5609145,Female,85,First-time,1,1,5,5,2,2,5,1,5,1,1,1,Neutral or Dissatisfied
400361,Male,45,Returning,4,4,4,3,4,2,3,2,4,5,2,2,Neutral or Dissatisfied
8185001,Female,27,Returning,2,2,3,1,2,3,1,1,1,1,3,1,Neutral or Dissatisfied
7548704,Male,16,Returning,4,1,4,1,2,4,3,3,3,3,5,1,Neutral or Dissatisfied
7373197,Male,23,First-time,0,0,3,0,3,4,2,3,2,2,4,1,Neutral or Dissatisfied
7010209,Male,9,Returning,5,3,4,3,5,4,5,3,5,5,5,3,Neutral or Dissatisfied
8095216,Male,63,Returning,2,3,2,3,4,4,5,3,5,5,3,3,Neutral or Dissatisfied
2503185,Male,13,Returning,2,2,5,4,2,5,4,5,4,4,5,2,Satisfied
4277170,Male,55,Returning,3,3,5,5,3,4,5,5,2,2,4,3,Satisfied
7194619,Male,21,First-time,0,5,4,0,4,3,4,4,4,4,5,5,Satisfied
8752400,Male,45,Returning,5,5,4,3,5,1,2,1,4,4,1,1,Neutral or Dissatisfied
9139741,Female,56,Returning,3,0,4,5,3,5,2,5,5,2,5,0,Satisfied
3502512,Female,61,Returning,5,5,1,4,5,5,5,5,5,4,5,5,Satisfied
7534447,Female,39,Returning,5,5,1,2,5,1,2,3,2,2,3,2,Neutral or Dissatisfied
9684200,Male,38,Returning,4,4,3,5,4,4,5,4,5,4,4,4,Satisfied
1760619,Male,51,Returning,4,4,3,5,4,4,4,4,5,5,4,4,Satisfied
4810631,Male,26,Returning,4,3,5,3,2,2,5,4,4,4,4,2,Neutral or Dissatisfied
8950428,Female,52,First-time,3,3,3,3,3,5,1,4,1,1,2,2,Neutral or Dissatisfied
1190298,Male,9,Returning,3,3,2,3,4,2,5,4,5,5,3,3,Neutral or Dissatisfied
4524295,Male,39,Returning,2,2,5,4,2,5,5,5,4,4,5,2,Satisfied
7212687,Female,50,Returning,4,5,4,3,4,5,5,5,4,2,5,5,Satisfied
7929494,Male,51,Returning,4,4,4,4,4,2,4,4,4,4,3,4,Satisfied
4706020,Male,54,Returning,4,4,4,4,4,4,4,4,4,2,4,4,Satisfied
361775,Female,16,Returning,4,4,5,4,2,5,3,3,3,3,4,4,Satisfied
7242909,Female,51,Returning,5,4,5,4,5,3,5,4,3,3,3,5,Satisfied
4319428,Female,22,Returning,1,0,1,0,3,2,2,2,2,2,3,0,Satisfied
5510067,Male,40,Returning,1,1,5,4,1,4,4,4,4,4,5,4,Satisfied
3688260,Female,50,Returning,4,4,1,3,4,1,4,2,2,1,1,1,Neutral or Dissatisfied
3329523,Female,27,Returning,5,4,4,4,3,5,4,2,4,4,4,4,Neutral or Dissatisfied
9139403,Male,47,Returning,5,3,5,3,2,4,3,5,3,3,5,3,Neutral or Dissatisfied
546770,Male,50,Returning,5,3,4,3,3,5,3,4,3,3,4,3,Neutral or Dissatisfied
8047892,Male,33,Returning,5,1,4,1,2,1,2,1,2,2,3,1,Neutral or Dissatisfied
9321742,Male,23,Returning,1,1,4,4,1,4,4,2,4,4,4,1,Satisfied
2385186,Female,27,Returning,4,2,5,2,4,3,1,4,1,1,5,2,Neutral or Dissatisfied
9873648,Male,40,Returning,5,5,4,5,5,2,4,2,3,4,2,5,Satisfied
6672763,Male,62,Returning,1,1,3,2,1,3,2,3,2,2,3,2,Neutral or Dissatisfied
7299994,Male,43,Returning,2,2,2,5,2,4,4,4,1,4,4,2,Satisfied
2987814,Male,37,Returning,3,3,3,3,3,4,3,4,2,4,4,4,Neutral or Dissatisfied
9773379,Male,37,First-time,2,2,4,2,3,2,1,3,1,1,4,1,Neutral or Dissatisfied
5708109,Female,27,First-time,2,2,3,2,2,3,1,3,1,1,5,2,Neutral or Dissatisfied
7983931,Male,80,Returning,2,2,4,3,2,4,3,4,3,3,2,3,Neutral or Dissatisfied
4379007,Male,13,Returning,1,2,3,2,3,1,1,3,2,2,4,2,Neutral or Dissatisfied
119660,Female,22,First-time,2,3,2,3,3,2,2,3,2,2,4,3,Neutral or Dissatisfied
7418772,Male,44,Returning,2,4,1,2,2,1,1,1,1,1,2,2,Neutral or Dissatisfied
7310269,Male,15,First-time,5,4,5,4,3,3,2,3,2,2,1,4,Satisfied
1545293,Female,22,First-time,2,2,1,2,3,2,5,3,5,5,3,2,Neutral or Dissatisfied
8463933,Male,39,First-time,0,4,4,4,3,2,4,1,4,4,4,3,Neutral or Dissatisfied
8430453,Female,27,First-time,4,4,2,4,3,2,3,4,3,3,4,4,Neutral or Dissatisfied
3109098,Male,44,Returning,1,2,3,2,2,2,5,3,5,5,2,2,Neutral or Dissatisfied
5973605,Male,31,Returning,5,5,4,1,5,4,1,2,1,1,3,1,Neutral or Dissatisfied
9628899,Male,24,Returning,2,2,4,2,2,2,2,2,2,2,2,2,Neutral or Dissatisfied
3148197,Male,20,Returning,5,1,4,1,5,4,1,4,1,1,5,1,Neutral or Dissatisfied
738173,Female,37,First-time,4,4,1,4,5,3,4,5,4,4,4,4,Neutral or Dissatisfied
6037128,Male,38,Returning,3,3,5,2,3,5,2,1,2,2,2,2,Satisfied
6602194,Female,41,Returning,5,2,3,2,3,3,2,5,2,2,4,2,Neutral or Dissatisfied
995035,Male,39,Returning,4,1,3,1,2,4,1,2,1,1,4,1,Neutral or Dissatisfied
2288077,Female,37,Returning,4,1,2,3,4,2,3,2,4,5,2,2,Neutral or Dissatisfied
1876225,Male,58,Returning,3,1,2,3,3,3,3,3,3,3,3,3,Neutral or Dissatisfied
8102353,Male,45,Returning,0,2,4,2,3,4,5,5,5,5,4,2,Neutral or Dissatisfied
240924,Male,39,Returning,2,2,5,5,2,4,4,4,4,3,4,2,Satisfied
7302917,Male,25,Returning,2,2,2,3,2,5,3,5,3,3,5,2,Satisfied
3687989,Male,26,First-time,3,3,2,3,4,1,5,3,5,5,1,3,Neutral or Dissatisfied
2332730,Male,25,Returning,2,1,4,1,2,3,2,5,3,3,2,1,Neutral or Dissatisfied
165085,Female,49,Returning,5,5,4,4,5,5,4,5,4,4,5,5,Satisfied
5733875,Male,54,First-time,0,1,1,1,3,4,3,4,5,5,4,1,Neutral or Dissatisfied
8494230,Male,14,Returning,5,4,4,4,4,4,3,2,3,3,4,3,Neutral or Dissatisfied
6802763,Male,42,Returning,5,2,5,5,5,4,5,4,4,2,4,5,Satisfied
8943815,Male,59,Returning,4,4,3,5,4,4,5,4,3,2,4,4,Satisfied
3882543,Female,16,First-time,0,1,1,1,5,2,2,2,2,2,5,2,Neutral or Dissatisfied
8864407,Male,10,Returning,4,0,3,0,3,4,2,2,5,5,4,2,Neutral or Dissatisfied
645780,Male,66,Returning,4,2,2,2,3,5,2,3,2,2,3,2,Neutral or Dissatisfied
9423920,Male,41,Returning,5,5,3,4,5,4,4,4,3,4,4,5,Satisfied
1725585,Female,21,Returning,4,4,4,4,3,3,4,3,4,4,5,3,Neutral or Dissatisfied
1136152,Male,67,Returning,4,3,1,3,3,4,2,2,5,5,4,3,Neutral or Dissatisfied
3400469,Female,11,Returning,4,2,3,5,4,5,5,5,5,5,4,4,Satisfied
2304080,Male,40,Returning,4,0,4,0,5,5,5,4,5,5,4,2,Neutral or Dissatisfied
6490754,Female,67,Returning,1,0,2,4,4,4,3,0,1,1,4,4,Neutral or Dissatisfied
7765800,Male,25,Returning,4,4,3,3,4,2,4,2,4,4,3,4,Neutral or Dissatisfied
5699287,Male,58,Returning,4,4,3,1,4,4,3,4,2,3,4,4,Satisfied
83206,Male,23,Returning,5,5,3,4,5,3,5,5,5,5,4,5,Satisfied
8120144,Female,43,First-time,2,2,4,3,3,4,5,4,5,5,4,3,Neutral or Dissatisfied
8087549,Male,24,Returning,4,3,3,3,4,4,3,5,3,3,4,2,Neutral or Dissatisfied
5809981,Male,34,Returning,2,3,3,3,2,4,4,4,1,5,4,2,Satisfied
4531545,Female,44,Returning,3,3,4,4,3,5,4,5,3,5,5,3,Satisfied
1870909,Female,59,Returning,0,0,3,3,1,1,5,1,1,3,1,0,Satisfied
2476952,Female,44,Returning,5,4,3,2,4,4,4,4,3,2,4,4,Neutral or Dissatisfied
7405420,Female,34,Returning,3,3,1,3,3,4,5,4,5,1,4,3,Satisfied
4333326,Male,46,Returning,5,4,3,4,1,2,1,1,1,1,5,4,Satisfied
4257704,Male,53,Returning,5,2,3,5,5,5,5,5,3,3,5,5,Satisfied
81056,Male,25,First-time,2,2,1,2,3,2,4,3,4,4,3,2,Neutral or Dissatisfied
3827077,Male,47,Returning,1,2,2,2,1,3,2,1,2,2,4,2,Neutral or Dissatisfied
4135631,Male,48,Returning,4,1,4,3,1,2,1,2,2,5,2,1,Satisfied
5108261,Male,26,Returning,3,3,5,5,3,5,5,4,5,5,5,3,Satisfied
1859425,Female,52,Returning,5,5,4,5,5,3,5,3,4,4,3,5,Satisfied
6845173,Male,59,Returning,4,3,5,5,4,3,5,5,5,5,3,4,Satisfied
6527007,Male,28,First-time,0,1,1,1,4,5,4,5,4,4,4,1,Neutral or Dissatisfied
6448975,Female,43,Returning,4,2,5,5,3,2,5,2,4,2,2,2,Neutral or Dissatisfied
3507331,Female,39,Returning,4,0,4,0,4,4,4,4,4,4,4,2,Neutral or Dissatisfied
5043896,Female,40,First-time,4,4,3,4,3,5,3,5,3,4,3,4,Neutral or Dissatisfied
5846116,Male,52,Returning,2,2,3,5,2,4,4,4,4,2,4,2,Satisfied
8324618,Female,66,Returning,1,1,4,4,1,5,5,5,5,5,5,1,Satisfied
7026008,Male,47,Returning,3,3,4,4,3,4,5,4,3,5,4,3,Satisfied
6960553,Male,28,Returning,4,2,4,5,4,5,5,3,5,5,5,4,Satisfied
1359207,Male,41,Returning,1,3,4,3,3,3,2,3,3,4,3,3,Neutral or Dissatisfied
3702308,Male,61,Returning,4,4,4,5,4,4,5,4,3,4,4,4,Satisfied
5919058,Male,38,Returning,1,1,2,1,1,5,2,5,1,1,5,1,Satisfied
5271603,Male,46,Returning,0,0,4,3,3,2,3,0,3,3,2,1,Neutral or Dissatisfied
8312969,Male,58,Returning,1,2,3,1,2,2,1,1,1,1,3,1,Neutral or Dissatisfied
1066333,Male,68,Returning,4,4,3,4,4,4,4,3,4,4,5,4,Satisfied
3589993,Female,29,Returning,4,3,4,3,5,4,3,3,1,1,4,3,Neutral or Dissatisfied
9109850,Female,44,First-time,2,2,3,2,4,4,5,4,5,5,4,2,Neutral or Dissatisfied
6835602,Male,49,Returning,2,2,3,4,2,4,5,4,4,5,4,2,Satisfied
3689626,Female,54,Returning,2,2,4,4,2,2,5,3,3,2,2,2,Satisfied
9073184,Female,35,Returning,1,2,1,2,4,3,5,4,5,5,4,2,Neutral or Dissatisfied
8335282,Male,57,Returning,4,4,1,4,4,3,4,2,4,4,4,4,Neutral or Dissatisfied
7316380,Female,28,First-time,2,2,5,2,5,4,1,5,1,1,4,2,Neutral or Dissatisfied
7869945,Male,15,Returning,4,2,3,2,1,3,1,3,1,1,4,2,Neutral or Dissatisfied
9283612,Male,31,Returning,3,3,3,2,3,1,2,3,2,2,3,2,Neutral or Dissatisfied
4010263,Female,29,First-time,3,3,4,3,1,3,4,1,4,4,2,3,Neutral or Dissatisfied
5889466,Female,68,Returning,5,2,4,3,3,4,5,2,5,4,4,2,Neutral or Dissatisfied
5357634,Female,51,Returning,4,4,5,5,4,5,5,5,5,2,5,4,Satisfied
5799850,Male,17,Returning,4,0,3,0,1,3,1,2,1,1,5,1,Neutral or Dissatisfied
4852823,Male,41,Returning,3,3,3,4,3,4,4,4,5,5,4,3,Satisfied
821770,Female,48,Returning,4,4,1,4,4,4,3,4,3,4,4,4,Satisfied
7327707,Female,37,First-time,1,2,4,2,4,4,3,5,3,3,3,2,Neutral or Dissatisfied
4348100,Female,28,Returning,4,4,3,2,4,1,2,4,2,2,3,2,Neutral or Dissatisfied
4932238,Female,54,Returning,3,5,1,1,5,4,1,2,1,1,1,1,Neutral or Dissatisfied
9227739,Male,26,Returning,3,3,5,2,3,4,2,2,2,2,4,3,Satisfied
8669944,Male,44,First-time,4,4,5,4,3,5,1,4,1,1,5,4,Satisfied
4026437,Male,72,Returning,4,4,4,4,4,4,3,4,3,2,4,4,Neutral or Dissatisfied
8671253,Male,55,Returning,3,2,4,5,3,4,5,4,5,3,4,3,Satisfied
7266392,Female,57,First-time,4,4,4,4,5,4,4,4,4,4,5,4,Satisfied
5265987,Male,42,Returning,4,4,5,5,4,5,4,5,5,3,5,4,Satisfied
7776642,Male,45,Returning,2,2,2,2,3,1,5,2,5,5,3,2,Neutral or Dissatisfied
843494,Male,23,First-time,5,0,3,0,2,4,2,4,2,2,4,0,Satisfied
2485930,Male,61,Returning,5,0,5,0,3,4,3,4,3,3,5,0,Satisfied
4824774,Female,36,Returning,1,1,2,3,1,4,3,4,4,4,4,1,Satisfied
56616,Female,59,Returning,2,2,5,1,2,5,1,5,1,2,5,5,Satisfied
1364882,Male,50,Returning,4,3,1,3,3,3,2,5,4,4,3,3,Neutral or Dissatisfied
4651304,Male,35,Returning,5,3,3,3,1,4,2,2,5,5,5,3,Neutral or Dissatisfied
1264990,Male,25,First-time,3,3,1,3,3,1,4,2,4,4,3,3,Neutral or Dissatisfied
8706069,Male,38,Returning,4,4,1,2,4,1,2,1,2,2,4,2,Neutral or Dissatisfied
4307497,Female,53,Returning,4,4,3,3,4,4,1,4,5,1,4,4,Satisfied
1511681,Female,36,First-time,0,1,5,1,4,3,1,3,1,1,4,1,Neutral or Dissatisfied
9196601,Male,11,Returning,4,2,5,2,3,3,4,3,4,4,5,2,Neutral or Dissatisfied
3986304,Male,41,Returning,4,3,3,3,4,3,3,2,3,3,5,3,Neutral or Dissatisfied
9132132,Female,27,First-time,0,4,3,4,4,2,5,3,4,4,1,4,Neutral or Dissatisfied
8239329,Female,19,First-time,4,3,5,5,3,5,5,3,5,3,3,3,Neutral or Dissatisfied
8316257,Female,30,Returning,4,4,2,3,4,4,3,1,3,3,3,3,Neutral or Dissatisfied
4818615,Male,43,Returning,1,3,4,5,1,4,4,4,3,5,4,1,Satisfied
6414914,Female,24,Returning,5,0,4,0,2,3,4,1,4,4,3,0,Satisfied
6287522,Male,47,First-time,2,2,3,2,1,3,3,3,3,3,5,2,Neutral or Dissatisfied
162003,Male,46,Returning,4,1,4,1,3,3,2,4,3,3,4,1,Neutral or Dissatisfied
1690881,Female,46,Returning,5,0,3,5,1,2,4,0,3,3,2,2,Neutral or Dissatisfied
3354086,Male,31,Returning,4,4,4,4,4,2,4,3,4,4,4,4,Neutral or Dissatisfied
9635940,Female,12,Returning,4,1,1,1,4,1,3,1,3,3,4,1,Neutral or Dissatisfied
7148702,Male,14,Returning,1,4,1,4,1,1,4,2,4,4,2,4,Neutral or Dissatisfied
3437033,Male,23,First-time,0,3,3,3,2,3,1,3,1,1,2,3,Neutral or Dissatisfied
848613,Female,12,Returning,2,5,4,5,4,2,4,5,2,2,4,5,Satisfied
8115393,Male,58,Returning,4,5,5,5,3,4,3,2,3,3,5,3,Neutral or Dissatisfied
3946690,Male,24,First-time,0,5,4,5,4,3,2,3,2,2,4,5,Satisfied
3369686,Female,18,Returning,3,5,4,3,3,2,3,2,3,3,4,3,Neutral or Dissatisfied
4595773,Male,9,Returning,3,3,4,4,3,4,4,3,4,3,4,3,Neutral or Dissatisfied
1099271,Male,55,Returning,4,3,3,3,1,3,4,5,3,3,4,3,Neutral or Dissatisfied
8782809,Male,29,First-time,3,3,3,3,3,3,4,4,4,4,5,4,Satisfied
6393637,Male,37,Returning,4,4,3,5,4,5,4,5,3,5,5,4,Satisfied
7485967,Male,44,Returning,3,3,1,4,3,4,4,2,4,4,5,4,Satisfied
2203501,Male,31,Returning,3,3,3,4,3,2,4,2,4,4,5,4,Satisfied
47851,Male,63,Returning,0,0,4,5,2,5,5,5,5,5,5,0,Satisfied
2277088,Male,33,Returning,4,4,4,5,4,2,5,3,5,5,4,4,Satisfied
549272,Male,47,Returning,1,1,2,5,1,4,3,4,5,3,4,1,Satisfied
2841886,Male,20,First-time,4,4,5,4,1,5,4,4,4,4,5,4,Satisfied
4204828,Female,28,First-time,2,2,1,2,4,3,5,2,3,3,4,2,Neutral or Dissatisfied
328986,Female,55,Returning,4,1,4,4,4,4,4,4,4,5,4,4,Satisfied
9675313,Male,37,First-time,4,4,4,4,4,4,4,4,4,4,5,4,Satisfied
8829335,Male,58,Returning,1,1,5,3,1,4,4,4,3,2,4,1,Satisfied
2236705,Female,18,First-time,3,2,2,2,4,5,2,4,2,2,1,2,Neutral or Dissatisfied
6095748,Male,40,Returning,2,2,5,4,2,4,4,4,3,2,4,2,Satisfied
9743746,Female,40,Returning,2,2,3,2,2,3,2,3,1,5,3,3,Neutral or Dissatisfied
5459197,Female,49,Returning,1,1,4,5,1,3,4,3,4,3,3,1,Satisfied
9052152,Female,39,Returning,1,1,4,5,1,5,5,5,4,3,5,1,Satisfied
8695278,Female,38,Returning,4,4,5,4,4,3,4,2,3,5,3,4,Satisfied
827292,Female,56,Returning,2,5,3,2,2,4,4,4,2,5,4,4,Neutral or Dissatisfied
7244841,Male,21,First-time,4,5,5,5,4,5,5,3,5,5,4,5,Satisfied
2700527,Male,22,First-time,0,0,5,0,2,5,3,2,3,3,5,0,Satisfied
4403146,Male,12,Returning,5,4,5,4,2,4,5,4,5,5,4,4,Satisfied
6030166,Male,33,Returning,0,0,3,0,4,1,5,4,5,5,2,0,Satisfied
576637,Male,32,Returning,4,1,4,1,1,5,1,2,1,1,4,1,Neutral or Dissatisfied
6494247,Female,59,Returning,1,4,1,3,4,1,3,1,1,1,1,1,Neutral or Dissatisfied
5253074,Female,37,Returning,2,2,4,5,2,4,5,4,5,3,4,2,Satisfied
1049018,Male,51,Returning,1,1,5,4,1,2,4,2,3,3,2,1,Satisfied
7235044,Female,34,Returning,5,1,3,1,3,4,1,5,1,1,5,1,Neutral or Dissatisfied
216095,Female,56,Returning,5,2,4,4,5,3,4,2,3,5,3,2,Neutral or Dissatisfied
2463245,Male,45,Returning,4,4,3,5,4,5,1,5,1,1,5,4,Satisfied
2998358,Female,29,Returning,1,2,4,2,3,2,3,2,3,3,3,2,Neutral or Dissatisfied
7594209,Male,50,Returning,2,2,1,2,2,4,3,4,3,3,2,2,Neutral or Dissatisfied
8400529,Male,49,Returning,1,5,4,5,1,2,4,2,5,4,2,1,Satisfied
2348533,Male,52,Returning,1,1,5,4,1,5,5,5,5,4,5,1,Satisfied
1201078,Female,53,Returning,4,4,3,4,4,2,4,2,1,5,2,2,Neutral or Dissatisfied
7932625,Female,27,First-time,2,2,3,2,3,3,3,3,3,3,4,2,Neutral or Dissatisfied
6358557,Female,31,First-time,1,1,1,1,3,3,4,1,5,5,3,1,Neutral or Dissatisfied
120869,Female,13,First-time,2,2,4,2,4,3,1,1,1,1,4,2,Neutral or Dissatisfied
3966623,Female,41,Returning,4,2,4,4,4,4,4,4,3,3,4,4,Satisfied
5754051,Female,38,Returning,5,5,4,4,5,5,4,4,4,4,5,5,Satisfied
5004226,Female,58,Returning,4,4,4,2,4,5,4,4,5,4,5,4,Satisfied
8244933,Female,46,Returning,2,2,3,1,2,4,1,4,3,4,4,2,Satisfied
8206272,Female,42,Returning,3,3,5,5,3,4,5,4,5,2,4,3,Satisfied
6659882,Female,34,Returning,1,1,2,1,1,5,2,5,4,3,5,1,Satisfied
7372055,Male,17,First-time,0,4,4,4,3,4,5,4,5,5,4,4,Neutral or Dissatisfied
6730194,Female,60,Returning,1,1,2,1,1,3,2,3,1,4,3,3,Neutral or Dissatisfied
6116913,Male,16,Returning,4,2,4,2,3,4,3,4,3,3,4,2,Neutral or Dissatisfied
4574832,Male,23,Returning,1,1,4,4,1,1,4,1,4,4,3,1,Satisfied
5140554,Male,64,Returning,4,2,5,4,3,3,5,2,3,3,3,2,Neutral or Dissatisfied
5187235,Female,58,Returning,4,3,4,3,3,4,5,3,4,3,4,3,Neutral or Dissatisfied
1424846,Female,23,First-time,0,3,2,3,5,1,4,4,4,4,1,3,Neutral or Dissatisfied
5914019,Female,56,Returning,3,5,3,4,5,4,5,4,4,3,4,5,Satisfied
3518022,Female,66,Returning,4,4,4,4,4,3,3,3,1,1,3,3,Neutral or Dissatisfied
341382,Male,39,Returning,4,4,4,5,4,5,4,5,5,2,5,4,Satisfied
7141338,Female,45,First-time,3,3,4,3,2,4,1,5,1,1,5,3,Satisfied
664225,Male,46,Returning,3,5,5,4,5,4,5,4,3,4,4,5,Satisfied
5751164,Male,31,Returning,5,5,1,5,5,3,5,3,5,5,3,5,Satisfied
5546983,Female,22,Returning,4,2,3,2,3,2,2,4,2,2,4,2,Neutral or Dissatisfied
7080280,Female,42,Returning,3,3,1,3,3,2,3,2,2,2,2,2,Neutral or Dissatisfied
1703446,Male,10,Returning,5,3,3,3,5,4,2,4,2,2,4,3,Neutral or Dissatisfied
600696,Female,67,Returning,2,2,2,3,3,4,3,2,4,2,4,2,Neutral or Dissatisfied
2055542,Male,69,Returning,5,2,5,2,3,5,2,5,2,2,1,2,Neutral or Dissatisfied
4695193,Female,54,Returning,0,3,2,3,2,5,3,3,2,2,5,3,Neutral or Dissatisfied
9589816,Female,30,Returning,3,2,2,2,3,3,4,2,4,4,5,2,Neutral or Dissatisfied
9313038,Male,46,Returning,2,2,5,5,2,5,5,5,4,5,5,2,Satisfied
1856559,Female,43,Returning,5,1,3,4,4,1,4,1,5,2,1,1,Neutral or Dissatisfied
3047806,Male,45,Returning,3,3,5,4,3,5,4,5,4,5,5,3,Satisfied
3566974,Female,22,First-time,4,4,2,4,3,2,4,1,3,3,4,4,Neutral or Dissatisfied
1781359,Female,32,Returning,3,5,3,2,3,1,2,2,2,2,4,2,Neutral or Dissatisfied
6280687,Female,62,Returning,4,3,5,1,2,3,1,3,3,1,3,3,Neutral or Dissatisfied
448065,Male,40,Returning,1,1,4,4,1,5,4,5,5,3,5,1,Satisfied
4680278,Female,44,Returning,1,1,4,5,1,3,4,4,5,3,3,1,Satisfied
6152983,Male,17,Returning,5,5,1,3,5,1,3,3,3,3,4,3,Neutral or Dissatisfied
185625,Male,46,Returning,5,4,5,4,5,4,4,4,3,2,4,5,Satisfied
6084762,Female,44,Returning,2,0,4,4,3,1,3,0,2,2,1,4,Satisfied
5253359,Female,28,Returning,5,5,4,4,5,4,3,1,3,3,3,5,Satisfied
5306264,Female,17,First-time,0,0,3,0,2,2,5,4,5,5,1,0,Satisfied
1707101,Female,68,Returning,2,3,2,3,3,5,3,3,4,3,5,3,Neutral or Dissatisfied
8944555,Female,50,Returning,4,3,5,4,1,4,5,3,3,4,4,3,Neutral or Dissatisfied
